stop_id,day,time
A28S,34 St - Penn Station,SUN,24228
A40N,High St,SUN,33330
A28N,34 St - Penn Station,SUN,34182
A40N,High St,SUN,33870
A28N,34 St - Penn Station,SUN,34722
A28S,34 St - Penn Station,SUN,25128
A40N,High St,SUN,34470
A28N,34 St - Penn Station,SUN,35322
A40N,High St,SUN,35070
A28N,34 St - Penn Station,SUN,35922
A28S,34 St - Penn Station,SUN,25968
A40N,High St,SUN,35670
A28N,34 St - Penn Station,SUN,36522
A28S,34 St - Penn Station,SUN,26808
A40N,High St,SUN,36270
A28N,34 St - Penn Station,SUN,37122
A28S,34 St - Penn Station,SUN,27678
A40N,High St,SUN,36930
A28N,34 St - Penn Station,SUN,37782
A28S,34 St - Penn Station,SUN,28608
A40N,High St,SUN,37470
A28N,34 St - Penn Station,SUN,38322
A28S,34 St - Penn Station,SUN,29328
A40N,High St,SUN,38070
A28N,34 St - Penn Station,SUN,38922
A40N,High St,SUN,38670
A28N,34 St - Penn Station,SUN,39522
A28S,34 St - Penn Station,SUN,30048
A28S,34 St - Penn Station,SUN,30768
A40N,High St,SUN,39270
A28N,34 St - Penn Station,SUN,40122
A40N,High St,SUN,39870
A28N,34 St - Penn Station,SUN,40722
A28S,34 St - Penn Station,SUN,31488
A28S,34 St - Penn Station,SUN,32208
A40N,High St,SUN,40470
A28N,34 St - Penn Station,SUN,41322
A40N,High St,SUN,41070
A28N,34 St - Penn Station,SUN,41922
A28S,34 St - Penn Station,SUN,32928
A28S,34 St - Penn Station,SUN,33648
A40N,High St,SUN,41670
A28N,34 St - Penn Station,SUN,42522
A40N,High St,SUN,42270
A28N,34 St - Penn Station,SUN,43122
A40N,High St,SUN,42870
A28N,34 St - Penn Station,SUN,43722
A28S,34 St - Penn Station,SUN,34368
A40N,High St,SUN,43470
A28N,34 St - Penn Station,SUN,44322
A28S,34 St - Penn Station,SUN,35088
A40N,High St,SUN,44070
A28N,34 St - Penn Station,SUN,44922
A40N,High St,SUN,44670
A28N,34 St - Penn Station,SUN,45522
A28S,34 St - Penn Station,SUN,35808
A28S,34 St - Penn Station,SUN,36528
A40N,High St,SUN,45270
A28N,34 St - Penn Station,SUN,46122
A40N,High St,SUN,45870
A28N,34 St - Penn Station,SUN,46722
A28S,34 St - Penn Station,SUN,37248
A28S,34 St - Penn Station,SUN,37968
A40N,High St,SUN,46470
A28N,34 St - Penn Station,SUN,47322
A40N,High St,SUN,47070
A28N,34 St - Penn Station,SUN,47922
A28S,34 St - Penn Station,SUN,38688
A28S,34 St - Penn Station,SUN,39408
A40N,High St,SUN,47670
A28N,34 St - Penn Station,SUN,48522
A40N,High St,SUN,48270
A28N,34 St - Penn Station,SUN,49122
A28S,34 St - Penn Station,SUN,40008
A28S,34 St - Penn Station,SUN,40608
A40N,High St,SUN,48870
A28N,34 St - Penn Station,SUN,49722
A40N,High St,SUN,49470
A28N,34 St - Penn Station,SUN,50322
A28S,34 St - Penn Station,SUN,41208
A28S,34 St - Penn Station,SUN,41808
A40N,High St,SUN,50070
A28N,34 St - Penn Station,SUN,50922
A40N,High St,SUN,50670
A28N,34 St - Penn Station,SUN,51522
A28S,34 St - Penn Station,SUN,42408
A28S,34 St - Penn Station,SUN,43008
A40N,High St,SUN,51270
A28N,34 St - Penn Station,SUN,52122
A40N,High St,SUN,51870
A28N,34 St - Penn Station,SUN,52722
A28S,34 St - Penn Station,SUN,43608
A28S,34 St - Penn Station,SUN,44208
A40N,High St,SUN,52470
A28N,34 St - Penn Station,SUN,53322
A28S,34 St - Penn Station,SUN,44808
A40N,High St,SUN,53070
A28N,34 St - Penn Station,SUN,53922
A28S,34 St - Penn Station,SUN,45408
A40N,High St,SUN,53670
A28N,34 St - Penn Station,SUN,54522
A28S,34 St - Penn Station,SUN,46008
A40N,High St,SUN,54270
A28N,34 St - Penn Station,SUN,55122
A28S,34 St - Penn Station,SUN,46608
A40N,High St,SUN,54870
A28N,34 St - Penn Station,SUN,55722
A28S,34 St - Penn Station,SUN,47208
A40N,High St,SUN,55470
A28N,34 St - Penn Station,SUN,56322
A28S,34 St - Penn Station,SUN,47808
A40N,High St,SUN,56070
A28N,34 St - Penn Station,SUN,56922
A28S,34 St - Penn Station,SUN,48408
A40N,High St,SUN,56670
A28N,34 St - Penn Station,SUN,57522
A28S,34 St - Penn Station,SUN,49008
A40N,High St,SUN,57270
A28N,34 St - Penn Station,SUN,58122
A28S,34 St - Penn Station,SUN,49608
A40N,High St,SUN,57870
A28N,34 St - Penn Station,SUN,58722
A28S,34 St - Penn Station,SUN,50208
A40N,High St,SUN,58470
A28N,34 St - Penn Station,SUN,59322
A40N,High St,SUN,59070
A28N,34 St - Penn Station,SUN,59922
A28S,34 St - Penn Station,SUN,50808
A28S,34 St - Penn Station,SUN,51408
A40N,High St,SUN,59670
A28N,34 St - Penn Station,SUN,60522
A40N,High St,SUN,60270
A28N,34 St - Penn Station,SUN,61122
A28S,34 St - Penn Station,SUN,52008
A28S,34 St - Penn Station,SUN,52608
A40N,High St,SUN,60870
A28N,34 St - Penn Station,SUN,61722
A40N,High St,SUN,61470
A28N,34 St - Penn Station,SUN,62322
A28S,34 St - Penn Station,SUN,53208
A28S,34 St - Penn Station,SUN,53808
A40N,High St,SUN,62070
A28N,34 St - Penn Station,SUN,62922
A40N,High St,SUN,62670
A28N,34 St - Penn Station,SUN,63522
A28S,34 St - Penn Station,SUN,54408
A28S,34 St - Penn Station,SUN,55008
A40N,High St,SUN,63270
A28N,34 St - Penn Station,SUN,64122
A40N,High St,SUN,63870
A28N,34 St - Penn Station,SUN,64722
A28S,34 St - Penn Station,SUN,55608
A28S,34 St - Penn Station,SUN,56208
A40N,High St,SUN,64470
A28N,34 St - Penn Station,SUN,65322
A40N,High St,SUN,65070
A28N,34 St - Penn Station,SUN,65922
A28S,34 St - Penn Station,SUN,56808
A28S,34 St - Penn Station,SUN,57408
A40N,High St,SUN,65670
A28N,34 St - Penn Station,SUN,66522
A40N,High St,SUN,66270
A28N,34 St - Penn Station,SUN,67122
A28S,34 St - Penn Station,SUN,58008
A28S,34 St - Penn Station,SUN,58608
A40N,High St,SUN,66870
A28N,34 St - Penn Station,SUN,67722
A28S,34 St - Penn Station,SUN,59208
A40N,High St,SUN,67470
A28N,34 St - Penn Station,SUN,68322
A28S,34 St - Penn Station,SUN,59808
A40N,High St,SUN,68070
A28N,34 St - Penn Station,SUN,68922
A28S,34 St - Penn Station,SUN,60408
A40N,High St,SUN,68670
A28N,34 St - Penn Station,SUN,69522
A28S,34 St - Penn Station,SUN,61008
A40N,High St,SUN,69270
A28N,34 St - Penn Station,SUN,70122
A40N,High St,SUN,69870
A28N,34 St - Penn Station,SUN,70722
A28S,34 St - Penn Station,SUN,61608
A28S,34 St - Penn Station,SUN,62208
A40N,High St,SUN,70500
A28N,34 St - Penn Station,SUN,71352
A40N,High St,SUN,71220
A28N,34 St - Penn Station,SUN,72072
A28S,34 St - Penn Station,SUN,62808
A28S,34 St - Penn Station,SUN,63408
A40N,High St,SUN,71940
A28N,34 St - Penn Station,SUN,72792
A28S,34 St - Penn Station,SUN,64008
A28S,34 St - Penn Station,SUN,64608
A28S,34 St - Penn Station,SUN,65208
A40N,High St,SUN,72660
A28N,34 St - Penn Station,SUN,73512
A28S,34 St - Penn Station,SUN,65808
A40N,High St,SUN,73380
A28N,34 St - Penn Station,SUN,74232
A28S,34 St - Penn Station,SUN,66408
A40N,High St,SUN,74100
A28N,34 St - Penn Station,SUN,74952
A28S,34 St - Penn Station,SUN,67008
A40N,High St,SUN,74820
A28N,34 St - Penn Station,SUN,75672
A28S,34 St - Penn Station,SUN,67608
A40N,High St,SUN,75540
A28N,34 St - Penn Station,SUN,76392
A28S,34 St - Penn Station,SUN,68208
A40N,High St,SUN,76260
A28N,34 St - Penn Station,SUN,77112
A40N,High St,SUN,76980
A28N,34 St - Penn Station,SUN,77832
A28S,34 St - Penn Station,SUN,68688
A28S,34 St - Penn Station,SUN,69408
A40N,High St,SUN,77700
A28N,34 St - Penn Station,SUN,78552
A40N,High St,SUN,78420
A28N,34 St - Penn Station,SUN,79272
A28S,34 St - Penn Station,SUN,70008
A28S,34 St - Penn Station,SUN,70608
A28S,34 St - Penn Station,SUN,71208
A28S,34 St - Penn Station,SUN,71808
A40N,High St,SUN,79140
A28N,34 St - Penn Station,SUN,79992
A40N,High St,SUN,79860
A28N,34 St - Penn Station,SUN,80712
A28S,34 St - Penn Station,SUN,72288
A28S,34 St - Penn Station,SUN,73008
A40N,High St,SUN,80790
A28N,34 St - Penn Station,SUN,81642
A40N,High St,SUN,81690
A28N,34 St - Penn Station,SUN,82542
A28S,34 St - Penn Station,SUN,73608
A28S,34 St - Penn Station,SUN,74208
A40N,High St,SUN,82560
A28N,34 St - Penn Station,SUN,83466
A28S,34 St - Penn Station,SUN,74808
A40N,High St,SUN,83460
A28N,34 St - Penn Station,SUN,84366
A28S,34 St - Penn Station,SUN,75408
A28S,34 St - Penn Station,SUN,75888
A28S,34 St - Penn Station,SUN,76608
A40N,High St,SUN,84360
A28N,34 St - Penn Station,SUN,85266
A40N,High St,SUN,85260
A28N,34 St - Penn Station,SUN,86166
A28S,34 St - Penn Station,SUN,77208
A28S,34 St - Penn Station,SUN,77808
A40N,High St,SUN,86160
A28N,34 St - Penn Station,SUN,87066
A28S,34 St - Penn Station,SUN,78408
A40N,High St,SUN,87060
A28N,34 St - Penn Station,SUN,87966
A28S,34 St - Penn Station,SUN,79008
A40N,High St,SUN,87960
A28N,34 St - Penn Station,SUN,88866
A40N,High St,SUN,88860
A28N,34 St - Penn Station,SUN,89766
A28S,34 St - Penn Station,SUN,79488
A28S,34 St - Penn Station,SUN,80238
A40N,High St,SUN,89760
A28N,34 St - Penn Station,SUN,90666
A28S,34 St - Penn Station,SUN,80958
A28S,34 St - Penn Station,SUN,81678
A40N,High St,SUN,90960
A28N,34 St - Penn Station,SUN,91866
A28S,34 St - Penn Station,SUN,82368
A28S,34 St - Penn Station,SUN,82968
A40N,High St,SUN,92160
A28N,34 St - Penn Station,SUN,93066
A28S,34 St - Penn Station,SUN,83718
A28S,34 St - Penn Station,SUN,84618
A40N,High St,SUN,93360
A28N,34 St - Penn Station,SUN,94266
A28S,34 St - Penn Station,SUN,85518
A28S,34 St - Penn Station,SUN,86418
A40N,High St,SUN,94560
A28N,34 St - Penn Station,SUN,95466
A28S,34 St - Penn Station,SUN,87228
A40N,High St,SUN,95760
A28N,34 St - Penn Station,SUN,96666
A28S,34 St - Penn Station,SUN,88218
A40N,High St,SUN,96960
A28N,34 St - Penn Station,SUN,97866
D17N,34 St - Herald Sq,WKD,23700
D17N,34 St - Herald Sq,WKD,24300
D17N,34 St - Herald Sq,WKD,24900
D17N,34 St - Herald Sq,WKD,25500
D17N,34 St - Herald Sq,WKD,26040
D17N,34 St - Herald Sq,WKD,26520
D17N,34 St - Herald Sq,WKD,27000
D17N,34 St - Herald Sq,WKD,27510
D17N,34 St - Herald Sq,WKD,28020
D17N,34 St - Herald Sq,WKD,28440
D17N,34 St - Herald Sq,WKD,28860
D17N,34 St - Herald Sq,WKD,29280
D17N,34 St - Herald Sq,WKD,29640
D17N,34 St - Herald Sq,WKD,30000
D17N,34 St - Herald Sq,WKD,30360
D17N,34 St - Herald Sq,WKD,30720
D17N,34 St - Herald Sq,WKD,31080
D17N,34 St - Herald Sq,WKD,31440
D17N,34 St - Herald Sq,WKD,31800
D17N,34 St - Herald Sq,WKD,32160
D17N,34 St - Herald Sq,WKD,32520
D17N,34 St - Herald Sq,WKD,32940
D17N,34 St - Herald Sq,WKD,33420
D17N,34 St - Herald Sq,WKD,33900
D17N,34 St - Herald Sq,WKD,34350
D17N,34 St - Herald Sq,WKD,34800
D17N,34 St - Herald Sq,WKD,35280
D17N,34 St - Herald Sq,WKD,35790
D17N,34 St - Herald Sq,WKD,36390
D17N,34 St - Herald Sq,WKD,36990
D17N,34 St - Herald Sq,WKD,37590
D17N,34 St - Herald Sq,WKD,38190
D17N,34 St - Herald Sq,WKD,38790
D17N,34 St - Herald Sq,WKD,39390
D17N,34 St - Herald Sq,WKD,39990
D17N,34 St - Herald Sq,WKD,40590
D17N,34 St - Herald Sq,WKD,41190
D17N,34 St - Herald Sq,WKD,41790
D17N,34 St - Herald Sq,WKD,42390
D17N,34 St - Herald Sq,WKD,42990
D17N,34 St - Herald Sq,WKD,43590
D17N,34 St - Herald Sq,WKD,44190
D17N,34 St - Herald Sq,WKD,44790
D17N,34 St - Herald Sq,WKD,45390
D17N,34 St - Herald Sq,WKD,45990
D17N,34 St - Herald Sq,WKD,46590
D17N,34 St - Herald Sq,WKD,47190
D17N,34 St - Herald Sq,WKD,47790
D17N,34 St - Herald Sq,WKD,48390
D17N,34 St - Herald Sq,WKD,48990
D17N,34 St - Herald Sq,WKD,49590
D17N,34 St - Herald Sq,WKD,50190
D17N,34 St - Herald Sq,WKD,50790
D17N,34 St - Herald Sq,WKD,51390
D17N,34 St - Herald Sq,WKD,51990
D17N,34 St - Herald Sq,WKD,52590
D17N,34 St - Herald Sq,WKD,53190
D17N,34 St - Herald Sq,WKD,53790
D17N,34 St - Herald Sq,WKD,54390
D17N,34 St - Herald Sq,WKD,54990
D17N,34 St - Herald Sq,WKD,55590
D17N,34 St - Herald Sq,WKD,56190
D17N,34 St - Herald Sq,WKD,56790
D17N,34 St - Herald Sq,WKD,57360
D17N,34 St - Herald Sq,WKD,58020
D17N,34 St - Herald Sq,WKD,58620
D17N,34 St - Herald Sq,WKD,59220
D17N,34 St - Herald Sq,WKD,59820
D17N,34 St - Herald Sq,WKD,60450
D17N,34 St - Herald Sq,WKD,60900
D17N,34 St - Herald Sq,WKD,61650
D17N,34 St - Herald Sq,WKD,62100
D17N,34 St - Herald Sq,WKD,62850
D17N,34 St - Herald Sq,WKD,63360
D17N,34 St - Herald Sq,WKD,64080
D17N,34 St - Herald Sq,WKD,64650
D17N,34 St - Herald Sq,WKD,65220
D17N,34 St - Herald Sq,WKD,65820
D17N,34 St - Herald Sq,WKD,66420
D17N,34 St - Herald Sq,WKD,66930
D17N,34 St - Herald Sq,WKD,67530
D17N,34 St - Herald Sq,WKD,68130
D17N,34 St - Herald Sq,WKD,68730
D17N,34 St - Herald Sq,WKD,69330
D17N,34 St - Herald Sq,WKD,69930
D17N,34 St - Herald Sq,WKD,70530
D17N,34 St - Herald Sq,WKD,71130
D17N,34 St - Herald Sq,WKD,71730
D17N,34 St - Herald Sq,WKD,72330
D17N,34 St - Herald Sq,WKD,72930
D17N,34 St - Herald Sq,WKD,73530
D17N,34 St - Herald Sq,WKD,74130
D17N,34 St - Herald Sq,WKD,74730
D17N,34 St - Herald Sq,WKD,75330
D17N,34 St - Herald Sq,WKD,75930
D17N,34 St - Herald Sq,WKD,76530
D17N,34 St - Herald Sq,WKD,77130
D17N,34 St - Herald Sq,WKD,77730
D17N,34 St - Herald Sq,WKD,78330
D17N,34 St - Herald Sq,WKD,79050
D17N,34 St - Herald Sq,WKD,79770
D17N,34 St - Herald Sq,WKD,80490
D17N,34 St - Herald Sq,WKD,81210
A40N,High St,WKD,22830
A28N,34 St - Penn Station,WKD,23784
A40N,High St,WKD,23460
A28N,34 St - Penn Station,WKD,24414
A40N,High St,WKD,24060
A28N,34 St - Penn Station,WKD,25014
A40N,High St,WKD,24600
A28N,34 St - Penn Station,WKD,25584
A28S,34 St - Penn Station,WKD,20538
A40N,High St,WKD,25200
A28N,34 St - Penn Station,WKD,26184
A40N,High St,WKD,25680
A28N,34 St - Penn Station,WKD,26664
A28S,34 St - Penn Station,WKD,21588
A40N,High St,WKD,26280
A28N,34 St - Penn Station,WKD,27264
A40N,High St,WKD,26760
A28N,34 St - Penn Station,WKD,27744
A28S,34 St - Penn Station,WKD,22518
A40N,High St,WKD,27420
A28N,34 St - Penn Station,WKD,28404
A28S,34 St - Penn Station,WKD,23268
A40N,High St,WKD,28080
A28N,34 St - Penn Station,WKD,29094
A28S,34 St - Penn Station,WKD,23928
A40N,High St,WKD,28680
A28N,34 St - Penn Station,WKD,29736
A40N,High St,WKD,29160
A28N,34 St - Penn Station,WKD,30216
A28S,34 St - Penn Station,WKD,24648
A40N,High St,WKD,29580
A28N,34 St - Penn Station,WKD,30636
A28S,34 St - Penn Station,WKD,25230
A40N,High St,WKD,30180
A28N,34 St - Penn Station,WKD,31236
A40N,High St,WKD,30540
A28N,34 St - Penn Station,WKD,31596
A28S,34 St - Penn Station,WKD,25830
A40N,High St,WKD,31080
A28N,34 St - Penn Station,WKD,32136
A28S,34 St - Penn Station,WKD,26520
A40N,High St,WKD,31470
A28N,34 St - Penn Station,WKD,32526
A28S,34 St - Penn Station,WKD,27030
A40N,High St,WKD,31920
A28N,34 St - Penn Station,WKD,32976
A28S,34 St - Penn Station,WKD,27630
A40N,High St,WKD,32460
A28N,34 St - Penn Station,WKD,33516
A28S,34 St - Penn Station,WKD,28236
A40N,High St,WKD,33030
A28N,34 St - Penn Station,WKD,34056
A28S,34 St - Penn Station,WKD,28836
A40N,High St,WKD,33480
A28N,34 St - Penn Station,WKD,34506
A28S,34 St - Penn Station,WKD,29376
A40N,High St,WKD,34200
A28N,34 St - Penn Station,WKD,35226
A28S,34 St - Penn Station,WKD,30096
A40N,High St,WKD,34740
A28N,34 St - Penn Station,WKD,35724
A28S,34 St - Penn Station,WKD,30636
A40N,High St,WKD,35280
A28N,34 St - Penn Station,WKD,36264
A28S,34 St - Penn Station,WKD,31116
A40N,High St,WKD,35880
A28N,34 St - Penn Station,WKD,36864
A28S,34 St - Penn Station,WKD,31656
A40N,High St,WKD,36540
A28N,34 St - Penn Station,WKD,37494
A28S,34 St - Penn Station,WKD,32346
A40N,High St,WKD,37140
A28N,34 St - Penn Station,WKD,38094
A28S,34 St - Penn Station,WKD,33036
A40N,High St,WKD,37680
A28N,34 St - Penn Station,WKD,38634
A28S,34 St - Penn Station,WKD,33396
A40N,High St,WKD,38280
A28N,34 St - Penn Station,WKD,39294
A28S,34 St - Penn Station,WKD,33906
A40N,High St,WKD,38880
A28N,34 St - Penn Station,WKD,39834
A28S,34 St - Penn Station,WKD,34386
A40N,High St,WKD,39480
A28N,34 St - Penn Station,WKD,40434
A28S,34 St - Penn Station,WKD,34860
A40N,High St,WKD,40080
A28N,34 St - Penn Station,WKD,41094
A28S,34 St - Penn Station,WKD,35394
A40N,High St,WKD,40680
A28N,34 St - Penn Station,WKD,41634
A28S,34 St - Penn Station,WKD,36054
A40N,High St,WKD,41280
A28N,34 St - Penn Station,WKD,42234
A28S,34 St - Penn Station,WKD,36624
A40N,High St,WKD,41880
A28N,34 St - Penn Station,WKD,42834
A28S,34 St - Penn Station,WKD,37164
A40N,High St,WKD,42480
A28N,34 St - Penn Station,WKD,43434
A28S,34 St - Penn Station,WKD,37764
A40N,High St,WKD,43080
A28N,34 St - Penn Station,WKD,44034
A28S,34 St - Penn Station,WKD,38454
A40N,High St,WKD,43680
A28N,34 St - Penn Station,WKD,44634
A28S,34 St - Penn Station,WKD,38964
A40N,High St,WKD,44280
A28N,34 St - Penn Station,WKD,45234
A28S,34 St - Penn Station,WKD,39564
A40N,High St,WKD,44880
A28N,34 St - Penn Station,WKD,45834
A28S,34 St - Penn Station,WKD,40164
A40N,High St,WKD,45480
A28N,34 St - Penn Station,WKD,46434
A28S,34 St - Penn Station,WKD,40764
A40N,High St,WKD,46080
A28N,34 St - Penn Station,WKD,47034
A28S,34 St - Penn Station,WKD,41364
A40N,High St,WKD,46680
A28N,34 St - Penn Station,WKD,47634
A28S,34 St - Penn Station,WKD,41964
A40N,High St,WKD,47280
A28N,34 St - Penn Station,WKD,48234
A28S,34 St - Penn Station,WKD,42564
A40N,High St,WKD,47880
A28N,34 St - Penn Station,WKD,48834
A28S,34 St - Penn Station,WKD,43164
A40N,High St,WKD,48480
A28N,34 St - Penn Station,WKD,49434
A28S,34 St - Penn Station,WKD,43764
A40N,High St,WKD,49080
A28N,34 St - Penn Station,WKD,50034
A28S,34 St - Penn Station,WKD,44364
A40N,High St,WKD,49680
A28N,34 St - Penn Station,WKD,50634
A28S,34 St - Penn Station,WKD,44964
A40N,High St,WKD,50280
A28N,34 St - Penn Station,WKD,51234
A28S,34 St - Penn Station,WKD,45564
A40N,High St,WKD,50880
A28N,34 St - Penn Station,WKD,51834
A28S,34 St - Penn Station,WKD,46164
A40N,High St,WKD,51480
A28N,34 St - Penn Station,WKD,52434
A28S,34 St - Penn Station,WKD,46764
A40N,High St,WKD,52080
A28N,34 St - Penn Station,WKD,53034
A28S,34 St - Penn Station,WKD,47364
A40N,High St,WKD,52680
A28N,34 St - Penn Station,WKD,53634
A28S,34 St - Penn Station,WKD,47964
A40N,High St,WKD,53280
A28N,34 St - Penn Station,WKD,54234
A28S,34 St - Penn Station,WKD,48564
A40N,High St,WKD,53880
A28N,34 St - Penn Station,WKD,54834
A28S,34 St - Penn Station,WKD,49164
A40N,High St,WKD,54480
A28N,34 St - Penn Station,WKD,55434
A28S,34 St - Penn Station,WKD,49764
A40N,High St,WKD,55080
A28N,34 St - Penn Station,WKD,56034
A28S,34 St - Penn Station,WKD,50364
A40N,High St,WKD,55680
A28N,34 St - Penn Station,WKD,56634
A28S,34 St - Penn Station,WKD,50964
A40N,High St,WKD,56280
A28N,34 St - Penn Station,WKD,57234
A28S,34 St - Penn Station,WKD,51564
A40N,High St,WKD,56760
A28N,34 St - Penn Station,WKD,57732
A28S,34 St - Penn Station,WKD,52224
A40N,High St,WKD,57420
A28N,34 St - Penn Station,WKD,58392
A28S,34 St - Penn Station,WKD,52764
A40N,High St,WKD,58020
A28N,34 St - Penn Station,WKD,58992
A28S,34 St - Penn Station,WKD,53364
A40N,High St,WKD,58500
A28N,34 St - Penn Station,WKD,59532
A28S,34 St - Penn Station,WKD,54024
A40N,High St,WKD,59070
A28N,34 St - Penn Station,WKD,60072
A28S,34 St - Penn Station,WKD,54564
A40N,High St,WKD,59760
A28N,34 St - Penn Station,WKD,60816
A28S,34 St - Penn Station,WKD,55254
A40N,High St,WKD,60300
A28N,34 St - Penn Station,WKD,61326
A28S,34 St - Penn Station,WKD,55764
A40N,High St,WKD,60990
A28N,34 St - Penn Station,WKD,62046
A28S,34 St - Penn Station,WKD,56376
A40N,High St,WKD,61590
A28N,34 St - Penn Station,WKD,62616
A28S,34 St - Penn Station,WKD,57006
A40N,High St,WKD,62040
A28N,34 St - Penn Station,WKD,63066
A28S,34 St - Penn Station,WKD,57546
A40N,High St,WKD,62730
A28N,34 St - Penn Station,WKD,63732
A28S,34 St - Penn Station,WKD,58176
A40N,High St,WKD,63360
A28N,34 St - Penn Station,WKD,64362
A28S,34 St - Penn Station,WKD,58806
A40N,High St,WKD,64050
A28N,34 St - Penn Station,WKD,65004
A28S,34 St - Penn Station,WKD,59436
A40N,High St,WKD,64620
A28N,34 St - Penn Station,WKD,65574
A28S,34 St - Penn Station,WKD,59976
A40N,High St,WKD,65250
A28N,34 St - Penn Station,WKD,66204
A28S,34 St - Penn Station,WKD,60576
A40N,High St,WKD,65760
A28N,34 St - Penn Station,WKD,66690
A28S,34 St - Penn Station,WKD,61056
A40N,High St,WKD,66480
A28N,34 St - Penn Station,WKD,67410
A28S,34 St - Penn Station,WKD,61656
A40N,High St,WKD,67050
A28N,34 St - Penn Station,WKD,67980
A28S,34 St - Penn Station,WKD,62256
A40N,High St,WKD,67650
A28N,34 St - Penn Station,WKD,68580
A28S,34 St - Penn Station,WKD,62796
A40N,High St,WKD,68250
A28N,34 St - Penn Station,WKD,69180
A28S,34 St - Penn Station,WKD,63336
A40N,High St,WKD,68880
A28N,34 St - Penn Station,WKD,69810
A28S,34 St - Penn Station,WKD,63906
A40N,High St,WKD,69450
A28N,34 St - Penn Station,WKD,70380
A28S,34 St - Penn Station,WKD,64596
A40N,High St,WKD,70050
A28N,34 St - Penn Station,WKD,70980
A28S,34 St - Penn Station,WKD,65316
A40N,High St,WKD,70650
A28N,34 St - Penn Station,WKD,71580
A28S,34 St - Penn Station,WKD,65856
A40N,High St,WKD,71280
A28N,34 St - Penn Station,WKD,72210
A28S,34 St - Penn Station,WKD,66426
A40N,High St,WKD,71880
A28N,34 St - Penn Station,WKD,72786
A28S,34 St - Penn Station,WKD,67026
A40N,High St,WKD,72480
A28N,34 St - Penn Station,WKD,73386
A28S,34 St - Penn Station,WKD,67740
A40N,High St,WKD,72990
A28N,34 St - Penn Station,WKD,73896
A28S,34 St - Penn Station,WKD,68310
A40N,High St,WKD,73680
A28N,34 St - Penn Station,WKD,74586
A28S,34 St - Penn Station,WKD,68940
A40N,High St,WKD,74280
A28N,34 St - Penn Station,WKD,75186
A28S,34 St - Penn Station,WKD,69600
A40N,High St,WKD,74940
A28N,34 St - Penn Station,WKD,75846
A28S,34 St - Penn Station,WKD,70140
A40N,High St,WKD,75480
A28N,34 St - Penn Station,WKD,76386
A28S,34 St - Penn Station,WKD,70818
A28S,34 St - Penn Station,WKD,71328
A40N,High St,WKD,76080
A28N,34 St - Penn Station,WKD,76986
A28S,34 St - Penn Station,WKD,71928
A40N,High St,WKD,76680
A28N,34 St - Penn Station,WKD,77646
A28S,34 St - Penn Station,WKD,72558
A40N,High St,WKD,77400
A28N,34 St - Penn Station,WKD,78306
A28S,34 St - Penn Station,WKD,73128
A40N,High St,WKD,78120
A28N,34 St - Penn Station,WKD,79026
A28S,34 St - Penn Station,WKD,73728
A40N,High St,WKD,78840
A28N,34 St - Penn Station,WKD,79746
A28S,34 St - Penn Station,WKD,74358
A40N,High St,WKD,79560
A28N,34 St - Penn Station,WKD,80466
A28S,34 St - Penn Station,WKD,74928
A28S,34 St - Penn Station,WKD,75528
A40N,High St,WKD,80280
A28N,34 St - Penn Station,WKD,81186
A28S,34 St - Penn Station,WKD,76158
A40N,High St,WKD,81000
A28N,34 St - Penn Station,WKD,81906
A28S,34 St - Penn Station,WKD,76788
A40N,High St,WKD,81720
A28N,34 St - Penn Station,WKD,82626
A28S,34 St - Penn Station,WKD,77478
A28S,34 St - Penn Station,WKD,78138
A28S,34 St - Penn Station,WKD,78948
A28S,34 St - Penn Station,WKD,79668
A28S,34 St - Penn Station,WKD,80388
A28S,34 St - Penn Station,WKD,81108
A40N,High St,SAT,22590
A28N,34 St - Penn Station,SAT,23496
A40N,High St,SAT,23790
A28N,34 St - Penn Station,SAT,24696
A40N,High St,SAT,24990
A28N,34 St - Penn Station,SAT,25896
A40N,High St,SAT,26130
A28N,34 St - Penn Station,SAT,27084
A28S,34 St - Penn Station,SAT,21768
A40N,High St,SAT,26970
A28N,34 St - Penn Station,SAT,27924
A28S,34 St - Penn Station,SAT,22968
A40N,High St,SAT,28050
A28N,34 St - Penn Station,SAT,29004
A40N,High St,SAT,28650
A28N,34 St - Penn Station,SAT,29604
A28S,34 St - Penn Station,SAT,24138
A40N,High St,SAT,29250
A28N,34 St - Penn Station,SAT,30204
A40N,High St,SAT,29850
A28N,34 St - Penn Station,SAT,30804
A28S,34 St - Penn Station,SAT,25374
A40N,High St,SAT,30450
A28N,34 St - Penn Station,SAT,31404
A28S,34 St - Penn Station,SAT,26274
A40N,High St,SAT,31050
A28N,34 St - Penn Station,SAT,32004
A40N,High St,SAT,31650
A28N,34 St - Penn Station,SAT,32604
A28S,34 St - Penn Station,SAT,27174
A40N,High St,SAT,32250
A28N,34 St - Penn Station,SAT,33204
A28S,34 St - Penn Station,SAT,27774
A40N,High St,SAT,32850
A28N,34 St - Penn Station,SAT,33804
A28S,34 St - Penn Station,SAT,28374
A40N,High St,SAT,33450
A28N,34 St - Penn Station,SAT,34404
A28S,34 St - Penn Station,SAT,28974
A40N,High St,SAT,34050
A28N,34 St - Penn Station,SAT,35004
A28S,34 St - Penn Station,SAT,29574
A40N,High St,SAT,34650
