stop_id,day,time
A28S,34 St - Penn Station,SUN,39648
A28N,34 St - Penn Station,SUN,41916
A28S,34 St - Penn Station,SUN,40248
A28N,34 St - Penn Station,SUN,42516
A28S,34 St - Penn Station,SUN,40848
A28N,34 St - Penn Station,SUN,43116
A28S,34 St - Penn Station,SUN,41448
A28N,34 St - Penn Station,SUN,43716
A28S,34 St - Penn Station,SUN,42048
A28N,34 St - Penn Station,SUN,44316
A28S,34 St - Penn Station,SUN,42648
A28N,34 St - Penn Station,SUN,44916
A28S,34 St - Penn Station,SUN,43248
A28N,34 St - Penn Station,SUN,45516
A28S,34 St - Penn Station,SUN,43848
A28N,34 St - Penn Station,SUN,46116
A28S,34 St - Penn Station,SUN,44448
A28N,34 St - Penn Station,SUN,46716
A28S,34 St - Penn Station,SUN,45048
A28N,34 St - Penn Station,SUN,47316
A28S,34 St - Penn Station,SUN,45648
A28N,34 St - Penn Station,SUN,47916
A28S,34 St - Penn Station,SUN,46248
A28N,34 St - Penn Station,SUN,48516
A28S,34 St - Penn Station,SUN,46848
A28N,34 St - Penn Station,SUN,49116
A28S,34 St - Penn Station,SUN,47448
A28N,34 St - Penn Station,SUN,49716
A28S,34 St - Penn Station,SUN,48048
A28N,34 St - Penn Station,SUN,50316
A28S,34 St - Penn Station,SUN,48648
A28N,34 St - Penn Station,SUN,50916
A28S,34 St - Penn Station,SUN,49248
A28N,34 St - Penn Station,SUN,51516
A28S,34 St - Penn Station,SUN,49848
A28N,34 St - Penn Station,SUN,52116
A28S,34 St - Penn Station,SUN,50448
A28N,34 St - Penn Station,SUN,52716
A28S,34 St - Penn Station,SUN,51048
A28N,34 St - Penn Station,SUN,53316
A28S,34 St - Penn Station,SUN,51648
A28N,34 St - Penn Station,SUN,53916
A28S,34 St - Penn Station,SUN,52248
A28N,34 St - Penn Station,SUN,54516
A28S,34 St - Penn Station,SUN,52848
A28N,34 St - Penn Station,SUN,55116
A28S,34 St - Penn Station,SUN,53448
A28N,34 St - Penn Station,SUN,55716
A28S,34 St - Penn Station,SUN,54048
A28N,34 St - Penn Station,SUN,56316
A28S,34 St - Penn Station,SUN,54648
A28N,34 St - Penn Station,SUN,56916
A28S,34 St - Penn Station,SUN,55248
A28N,34 St - Penn Station,SUN,57516
A28S,34 St - Penn Station,SUN,55848
A28N,34 St - Penn Station,SUN,58116
A28S,34 St - Penn Station,SUN,56448
A28N,34 St - Penn Station,SUN,58716
A28S,34 St - Penn Station,SUN,57048
A28N,34 St - Penn Station,SUN,59316
A28S,34 St - Penn Station,SUN,57648
A28N,34 St - Penn Station,SUN,59916
A28S,34 St - Penn Station,SUN,58248
A28N,34 St - Penn Station,SUN,60516
A28S,34 St - Penn Station,SUN,58848
A28N,34 St - Penn Station,SUN,61116
A28S,34 St - Penn Station,SUN,59448
A28N,34 St - Penn Station,SUN,61716
A28S,34 St - Penn Station,SUN,60048
A28N,34 St - Penn Station,SUN,62316
A28S,34 St - Penn Station,SUN,60648
A28N,34 St - Penn Station,SUN,62916
A28S,34 St - Penn Station,SUN,61248
A28N,34 St - Penn Station,SUN,63516
A28S,34 St - Penn Station,SUN,61848
A28N,34 St - Penn Station,SUN,64116
A28S,34 St - Penn Station,SUN,62448
A28N,34 St - Penn Station,SUN,64716
A28S,34 St - Penn Station,SUN,63048
A28N,34 St - Penn Station,SUN,65316
A28S,34 St - Penn Station,SUN,63648
A28N,34 St - Penn Station,SUN,65916
A28S,34 St - Penn Station,SUN,64248
A28N,34 St - Penn Station,SUN,66516
A28S,34 St - Penn Station,SUN,64848
A28N,34 St - Penn Station,SUN,67116
A28S,34 St - Penn Station,SUN,65448
A28N,34 St - Penn Station,SUN,67716
A28S,34 St - Penn Station,SUN,66048
A28N,34 St - Penn Station,SUN,68316
A28S,34 St - Penn Station,SUN,66648
A28N,34 St - Penn Station,SUN,68916
A28S,34 St - Penn Station,SUN,67248
A28N,34 St - Penn Station,SUN,69516
A28S,34 St - Penn Station,SUN,67848
A28N,34 St - Penn Station,SUN,70116
A28S,34 St - Penn Station,SUN,68478
A28N,34 St - Penn Station,SUN,70716
A28S,34 St - Penn Station,SUN,69078
A28N,34 St - Penn Station,SUN,71316
A28S,34 St - Penn Station,SUN,69648
A28N,34 St - Penn Station,SUN,71916
A28S,34 St - Penn Station,SUN,70248
A28N,34 St - Penn Station,SUN,72516
A28S,34 St - Penn Station,SUN,70848
A28N,34 St - Penn Station,SUN,73116
A28S,34 St - Penn Station,SUN,71448
A28N,34 St - Penn Station,SUN,73716
A28S,34 St - Penn Station,SUN,72048
A28N,34 St - Penn Station,SUN,74316
A28S,34 St - Penn Station,SUN,72648
A28N,34 St - Penn Station,SUN,74916
A28S,34 St - Penn Station,SUN,73398
A28N,34 St - Penn Station,SUN,75516
A28S,34 St - Penn Station,SUN,73998
A28N,34 St - Penn Station,SUN,76116
A28S,34 St - Penn Station,SUN,74718
A28N,34 St - Penn Station,SUN,76716
A28S,34 St - Penn Station,SUN,75438
A28N,34 St - Penn Station,SUN,77346
A28S,34 St - Penn Station,SUN,76158
A28N,34 St - Penn Station,SUN,78066
A28S,34 St - Penn Station,SUN,76878
A28N,34 St - Penn Station,SUN,78786
A28S,34 St - Penn Station,SUN,77598
A28N,34 St - Penn Station,SUN,79506
A28S,34 St - Penn Station,SUN,78318
A28N,34 St - Penn Station,SUN,80226
A28S,34 St - Penn Station,SUN,79038
A28N,34 St - Penn Station,SUN,80946
A28S,34 St - Penn Station,SUN,79848
A28N,34 St - Penn Station,SUN,81756
A28S,34 St - Penn Station,SUN,80748
A28N,34 St - Penn Station,SUN,82656
A28S,34 St - Penn Station,SUN,81648
A28N,34 St - Penn Station,SUN,83586
A28S,34 St - Penn Station,SUN,82548
A28N,34 St - Penn Station,SUN,84486
A28S,34 St - Penn Station,SUN,83448
A28N,34 St - Penn Station,SUN,85386
A28S,34 St - Penn Station,SUN,84348
A28N,34 St - Penn Station,SUN,86346
A28S,34 St - Penn Station,SUN,85308
A28N,34 St - Penn Station,SUN,87546
A28S,34 St - Penn Station,SUN,86208
A28N,34 St - Penn Station,SUN,88746
A28S,34 St - Penn Station,SUN,87348
A28N,34 St - Penn Station,SUN,89946
A28S,34 St - Penn Station,SUN,88518
A28N,34 St - Penn Station,SUN,91146
F18N,York St,WKD,9330
D17N,34 St - Herald Sq,WKD,10140
F18N,York St,WKD,10530
D17N,34 St - Herald Sq,WKD,11340
F18N,York St,WKD,11730
D17N,34 St - Herald Sq,WKD,12540
F18N,York St,WKD,12930
D17N,34 St - Herald Sq,WKD,13740
F18N,York St,WKD,14130
D17N,34 St - Herald Sq,WKD,14940
F18N,York St,WKD,15330
D17N,34 St - Herald Sq,WKD,16140
F18N,York St,WKD,16530
D17N,34 St - Herald Sq,WKD,17340
F18N,York St,WKD,17730
D17N,34 St - Herald Sq,WKD,18540
F18N,York St,WKD,18930
D17N,34 St - Herald Sq,WKD,19740
F18N,York St,WKD,19770
D17N,34 St - Herald Sq,WKD,20580
F18N,York St,WKD,20610
D17N,34 St - Herald Sq,WKD,21420
F18N,York St,WKD,21330
D17N,34 St - Herald Sq,WKD,22140
F18N,York St,WKD,22050
D17N,34 St - Herald Sq,WKD,22860
F18N,York St,WKD,22770
D17N,34 St - Herald Sq,WKD,23580
F18N,York St,WKD,23370
D17N,34 St - Herald Sq,WKD,24180
F18N,York St,WKD,24000
D17N,34 St - Herald Sq,WKD,24810
F18N,York St,WKD,24600
D17N,34 St - Herald Sq,WKD,25410
F18N,York St,WKD,25050
D17N,34 St - Herald Sq,WKD,25920
F18N,York St,WKD,25470
D17N,34 St - Herald Sq,WKD,26340
F18N,York St,WKD,25830
D17N,34 St - Herald Sq,WKD,26700
F18N,York St,WKD,26190
D17N,34 St - Herald Sq,WKD,27060
F18N,York St,WKD,26550
D17N,34 St - Herald Sq,WKD,27420
F18N,York St,WKD,26970
D17N,34 St - Herald Sq,WKD,27840
F18N,York St,WKD,27270
D17N,34 St - Herald Sq,WKD,28140
F18N,York St,WKD,27570
D17N,34 St - Herald Sq,WKD,28440
F18N,York St,WKD,27870
D17N,34 St - Herald Sq,WKD,28740
F18N,York St,WKD,28170
D17N,34 St - Herald Sq,WKD,29040
F18N,York St,WKD,28470
D17N,34 St - Herald Sq,WKD,29370
F18N,York St,WKD,28770
D17N,34 St - Herald Sq,WKD,29670
F18N,York St,WKD,29070
D17N,34 St - Herald Sq,WKD,29970
F18N,York St,WKD,29370
D17N,34 St - Herald Sq,WKD,30270
F18N,York St,WKD,29670
D17N,34 St - Herald Sq,WKD,30570
F18N,York St,WKD,29970
D17N,34 St - Herald Sq,WKD,30870
F18N,York St,WKD,30210
D17N,34 St - Herald Sq,WKD,31110
F18N,York St,WKD,30450
D17N,34 St - Herald Sq,WKD,31350
F18N,York St,WKD,30690
D17N,34 St - Herald Sq,WKD,31590
F18N,York St,WKD,30930
D17N,34 St - Herald Sq,WKD,31830
F18N,York St,WKD,31170
D17N,34 St - Herald Sq,WKD,32070
F18N,York St,WKD,31410
D17N,34 St - Herald Sq,WKD,32310
F18N,York St,WKD,31710
D17N,34 St - Herald Sq,WKD,32610
F18N,York St,WKD,32010
D17N,34 St - Herald Sq,WKD,32910
F18N,York St,WKD,32310
D17N,34 St - Herald Sq,WKD,33210
F18N,York St,WKD,32610
D17N,34 St - Herald Sq,WKD,33510
F18N,York St,WKD,32970
D17N,34 St - Herald Sq,WKD,33870
F18N,York St,WKD,33210
D17N,34 St - Herald Sq,WKD,34110
F18N,York St,WKD,33570
D17N,34 St - Herald Sq,WKD,34470
F18N,York St,WKD,33930
D17N,34 St - Herald Sq,WKD,34830
F18N,York St,WKD,34290
D17N,34 St - Herald Sq,WKD,35190
F18N,York St,WKD,34650
D17N,34 St - Herald Sq,WKD,35550
F18N,York St,WKD,35010
D17N,34 St - Herald Sq,WKD,35910
F18N,York St,WKD,35370
D17N,34 St - Herald Sq,WKD,36270
F18N,York St,WKD,35790
D17N,34 St - Herald Sq,WKD,36660
F18N,York St,WKD,36210
D17N,34 St - Herald Sq,WKD,37080
F18N,York St,WKD,36690
D17N,34 St - Herald Sq,WKD,37560
F18N,York St,WKD,37170
D17N,34 St - Herald Sq,WKD,38040
F18N,York St,WKD,37530
D17N,34 St - Herald Sq,WKD,38400
F18N,York St,WKD,38070
D17N,34 St - Herald Sq,WKD,38940
F18N,York St,WKD,38400
D17N,34 St - Herald Sq,WKD,39270
F18N,York St,WKD,38880
D17N,34 St - Herald Sq,WKD,39750
F18N,York St,WKD,39330
D17N,34 St - Herald Sq,WKD,40200
F18N,York St,WKD,39870
D17N,34 St - Herald Sq,WKD,40740
F18N,York St,WKD,40200
D17N,34 St - Herald Sq,WKD,41070
F18N,York St,WKD,40620
D17N,34 St - Herald Sq,WKD,41490
F18N,York St,WKD,41130
D17N,34 St - Herald Sq,WKD,42000
F18N,York St,WKD,41580
D17N,34 St - Herald Sq,WKD,42450
F18N,York St,WKD,42030
D17N,34 St - Herald Sq,WKD,42900
F18N,York St,WKD,42480
D17N,34 St - Herald Sq,WKD,43350
F18N,York St,WKD,42930
D17N,34 St - Herald Sq,WKD,43800
F18N,York St,WKD,43380
D17N,34 St - Herald Sq,WKD,44250
F18N,York St,WKD,43830
D17N,34 St - Herald Sq,WKD,44700
F18N,York St,WKD,44280
D17N,34 St - Herald Sq,WKD,45150
F18N,York St,WKD,44730
D17N,34 St - Herald Sq,WKD,45600
F18N,York St,WKD,45180
D17N,34 St - Herald Sq,WKD,46050
F18N,York St,WKD,45630
D17N,34 St - Herald Sq,WKD,46500
F18N,York St,WKD,46080
D17N,34 St - Herald Sq,WKD,46950
F18N,York St,WKD,46530
D17N,34 St - Herald Sq,WKD,47400
F18N,York St,WKD,46980
D17N,34 St - Herald Sq,WKD,47850
F18N,York St,WKD,47430
D17N,34 St - Herald Sq,WKD,48300
F18N,York St,WKD,47880
D17N,34 St - Herald Sq,WKD,48750
F18N,York St,WKD,48330
D17N,34 St - Herald Sq,WKD,49200
F18N,York St,WKD,48780
D17N,34 St - Herald Sq,WKD,49650
F18N,York St,WKD,49230
D17N,34 St - Herald Sq,WKD,50100
F18N,York St,WKD,49680
D17N,34 St - Herald Sq,WKD,50550
F18N,York St,WKD,50130
D17N,34 St - Herald Sq,WKD,51000
F18N,York St,WKD,50580
D17N,34 St - Herald Sq,WKD,51450
F18N,York St,WKD,51030
D17N,34 St - Herald Sq,WKD,51900
F18N,York St,WKD,51480
D17N,34 St - Herald Sq,WKD,52350
F18N,York St,WKD,51900
D17N,34 St - Herald Sq,WKD,52770
F18N,York St,WKD,52260
D17N,34 St - Herald Sq,WKD,53130
F18N,York St,WKD,52590
D17N,34 St - Herald Sq,WKD,53460
F18N,York St,WKD,52950
D17N,34 St - Herald Sq,WKD,53820
F18N,York St,WKD,53310
D17N,34 St - Herald Sq,WKD,54180
F18N,York St,WKD,53670
D17N,34 St - Herald Sq,WKD,54540
F18N,York St,WKD,53970
D17N,34 St - Herald Sq,WKD,54840
F18N,York St,WKD,54390
D17N,34 St - Herald Sq,WKD,55260
F18N,York St,WKD,54750
D17N,34 St - Herald Sq,WKD,55620
F18N,York St,WKD,55080
D17N,34 St - Herald Sq,WKD,55950
F18N,York St,WKD,55470
D17N,34 St - Herald Sq,WKD,56340
F18N,York St,WKD,55830
D17N,34 St - Herald Sq,WKD,56700
F18N,York St,WKD,56190
D17N,34 St - Herald Sq,WKD,57060
F18N,York St,WKD,56550
D17N,34 St - Herald Sq,WKD,57420
F18N,York St,WKD,56850
D17N,34 St - Herald Sq,WKD,57720
F18N,York St,WKD,57240
D17N,34 St - Herald Sq,WKD,58140
F18N,York St,WKD,57600
D17N,34 St - Herald Sq,WKD,58500
F18N,York St,WKD,57870
D17N,34 St - Herald Sq,WKD,58770
F18N,York St,WKD,58080
D17N,34 St - Herald Sq,WKD,58980
F18N,York St,WKD,58440
D17N,34 St - Herald Sq,WKD,59340
F18N,York St,WKD,58650
D17N,34 St - Herald Sq,WKD,59550
F18N,York St,WKD,59040
D17N,34 St - Herald Sq,WKD,59940
F18N,York St,WKD,59310
D17N,34 St - Herald Sq,WKD,60210
F18N,York St,WKD,59520
D17N,34 St - Herald Sq,WKD,60420
F18N,York St,WKD,59790
D17N,34 St - Herald Sq,WKD,60690
F18N,York St,WKD,59970
D17N,34 St - Herald Sq,WKD,60870
F18N,York St,WKD,60210
D17N,34 St - Herald Sq,WKD,61110
F18N,York St,WKD,60450
D17N,34 St - Herald Sq,WKD,61350
F18N,York St,WKD,60690
D17N,34 St - Herald Sq,WKD,61590
F18N,York St,WKD,60930
D17N,34 St - Herald Sq,WKD,61830
F18N,York St,WKD,61170
D17N,34 St - Herald Sq,WKD,62070
F18N,York St,WKD,61380
D17N,34 St - Herald Sq,WKD,62280
F18N,York St,WKD,61650
D17N,34 St - Herald Sq,WKD,62550
F18N,York St,WKD,61890
D17N,34 St - Herald Sq,WKD,62790
F18N,York St,WKD,62130
D17N,34 St - Herald Sq,WKD,63030
F18N,York St,WKD,62370
D17N,34 St - Herald Sq,WKD,63270
F18N,York St,WKD,62610
D17N,34 St - Herald Sq,WKD,63510
F18N,York St,WKD,62850
D17N,34 St - Herald Sq,WKD,63750
F18N,York St,WKD,63090
D17N,34 St - Herald Sq,WKD,63990
F18N,York St,WKD,63390
D17N,34 St - Herald Sq,WKD,64290
F18N,York St,WKD,63660
D17N,34 St - Herald Sq,WKD,64560
F18N,York St,WKD,63960
D17N,34 St - Herald Sq,WKD,64860
F18N,York St,WKD,64260
D17N,34 St - Herald Sq,WKD,65160
F18N,York St,WKD,64620
D17N,34 St - Herald Sq,WKD,65520
F18N,York St,WKD,64950
D17N,34 St - Herald Sq,WKD,65850
F18N,York St,WKD,65220
D17N,34 St - Herald Sq,WKD,66120
F18N,York St,WKD,65520
D17N,34 St - Herald Sq,WKD,66420
F18N,York St,WKD,65790
D17N,34 St - Herald Sq,WKD,66690
F18N,York St,WKD,66210
D17N,34 St - Herald Sq,WKD,67050
F18N,York St,WKD,66510
D17N,34 St - Herald Sq,WKD,67350
F18N,York St,WKD,66780
D17N,34 St - Herald Sq,WKD,67620
F18N,York St,WKD,67170
D17N,34 St - Herald Sq,WKD,68010
F18N,York St,WKD,67440
D17N,34 St - Herald Sq,WKD,68280
F18N,York St,WKD,67770
D17N,34 St - Herald Sq,WKD,68610
F18N,York St,WKD,68070
D17N,34 St - Herald Sq,WKD,68910
F18N,York St,WKD,68310
D17N,34 St - Herald Sq,WKD,69150
F18N,York St,WKD,68670
D17N,34 St - Herald Sq,WKD,69510
F18N,York St,WKD,68970
D17N,34 St - Herald Sq,WKD,69810
F18N,York St,WKD,69300
D17N,34 St - Herald Sq,WKD,70140
F18N,York St,WKD,69630
D17N,34 St - Herald Sq,WKD,70470
F18N,York St,WKD,69960
D17N,34 St - Herald Sq,WKD,70770
F18N,York St,WKD,70230
D17N,34 St - Herald Sq,WKD,71040
F18N,York St,WKD,70560
D17N,34 St - Herald Sq,WKD,71370
F18N,York St,WKD,70890
D17N,34 St - Herald Sq,WKD,71700
F18N,York St,WKD,71250
D17N,34 St - Herald Sq,WKD,72060
F18N,York St,WKD,71640
D17N,34 St - Herald Sq,WKD,72450
F18N,York St,WKD,71970
D17N,34 St - Herald Sq,WKD,72780
F18N,York St,WKD,72330
D17N,34 St - Herald Sq,WKD,73140
F18N,York St,WKD,72690
D17N,34 St - Herald Sq,WKD,73500
F18N,York St,WKD,73050
D17N,34 St - Herald Sq,WKD,73860
F18N,York St,WKD,73410
D17N,34 St - Herald Sq,WKD,74220
F18N,York St,WKD,73770
D17N,34 St - Herald Sq,WKD,74580
F18N,York St,WKD,74130
D17N,34 St - Herald Sq,WKD,74940
F18N,York St,WKD,74490
D17N,34 St - Herald Sq,WKD,75300
F18N,York St,WKD,74850
D17N,34 St - Herald Sq,WKD,75660
F18N,York St,WKD,75210
D17N,34 St - Herald Sq,WKD,76020
F18N,York St,WKD,75570
D17N,34 St - Herald Sq,WKD,76380
F18N,York St,WKD,76050
D17N,34 St - Herald Sq,WKD,76860
F18N,York St,WKD,76500
D17N,34 St - Herald Sq,WKD,77310
F18N,York St,WKD,76950
D17N,34 St - Herald Sq,WKD,77760
F18N,York St,WKD,77400
D17N,34 St - Herald Sq,WKD,78210
F18N,York St,WKD,77970
D17N,34 St - Herald Sq,WKD,78780
F18N,York St,WKD,78600
D17N,34 St - Herald Sq,WKD,79410
F18N,York St,WKD,79200
D17N,34 St - Herald Sq,WKD,80010
F18N,York St,WKD,79800
D17N,34 St - Herald Sq,WKD,80610
F18N,York St,WKD,80400
D17N,34 St - Herald Sq,WKD,81210
F18N,York St,WKD,81000
D17N,34 St - Herald Sq,WKD,81810
F18N,York St,WKD,81660
D17N,34 St - Herald Sq,WKD,82470
F18N,York St,WKD,82500
D17N,34 St - Herald Sq,WKD,83310
F18N,York St,WKD,83160
D17N,34 St - Herald Sq,WKD,83970
F18N,York St,WKD,83880
D17N,34 St - Herald Sq,WKD,84690
F18N,York St,WKD,84540
D17N,34 St - Herald Sq,WKD,85350
F18N,York St,WKD,85260
D17N,34 St - Herald Sq,WKD,86070
F18N,York St,WKD,85950
D17N,34 St - Herald Sq,WKD,86760
F18N,York St,WKD,86670
D17N,34 St - Herald Sq,WKD,87480
F18N,York St,WKD,87390
D17N,34 St - Herald Sq,WKD,88200
F18N,York St,WKD,88110
D17N,34 St - Herald Sq,WKD,88920
F18N,York St,WKD,88830
D17N,34 St - Herald Sq,WKD,89640
F18N,York St,WKD,89730
D17N,34 St - Herald Sq,WKD,90540
F18N,York St,WKD,90930
D17N,34 St - Herald Sq,WKD,91740
F18N,York St,WKD,92130
D17N,34 St - Herald Sq,WKD,92940
F18N,York St,WKD,93330
D17N,34 St - Herald Sq,WKD,94140
F18N,York St,WKD,94530
D17N,34 St - Herald Sq,WKD,95340
F18N,York St,SAT,9330
D17N,34 St - Herald Sq,SAT,10140
F18N,York St,SAT,10530
D17N,34 St - Herald Sq,SAT,11340
F18N,York St,SAT,11730
D17N,34 St - Herald Sq,SAT,12540
F18N,York St,SAT,12930
D17N,34 St - Herald Sq,SAT,13740
F18N,York St,SAT,14130
D17N,34 St - Herald Sq,SAT,14940
F18N,York St,SAT,15330
D17N,34 St - Herald Sq,SAT,16140
F18N,York St,SAT,16530
D17N,34 St - Herald Sq,SAT,17340
F18N,York St,SAT,17730
D17N,34 St - Herald Sq,SAT,18540
F18N,York St,SAT,18930
D17N,34 St - Herald Sq,SAT,19740
F18N,York St,SAT,20130
D17N,34 St - Herald Sq,SAT,20940
F18N,York St,SAT,21330
D17N,34 St - Herald Sq,SAT,22140
F18N,York St,SAT,22470
D17N,34 St - Herald Sq,SAT,23280
F18N,York St,SAT,23520
D17N,34 St - Herald Sq,SAT,24330
F18N,York St,SAT,24540
D17N,34 St - Herald Sq,SAT,25350
F18N,York St,SAT,25500
D17N,34 St - Herald Sq,SAT,26310
F18N,York St,SAT,26220
D17N,34 St - Herald Sq,SAT,27090
F18N,York St,SAT,27000
D17N,34 St - Herald Sq,SAT,27870
F18N,York St,SAT,27720
D17N,34 St - Herald Sq,SAT,28590
F18N,York St,SAT,28440
D17N,34 St - Herald Sq,SAT,29310
F18N,York St,SAT,29160
D17N,34 St - Herald Sq,SAT,30030
F18N,York St,SAT,29880
D17N,34 St - Herald Sq,SAT,30750
F18N,York St,SAT,30600
D17N,34 St - Herald Sq,SAT,31470
F18N,York St,SAT,31260
D17N,34 St - Herald Sq,SAT,32130
F18N,York St,SAT,31860
D17N,34 St - Herald Sq,SAT,32730
F18N,York St,SAT,32460
D17N,34 St - Herald Sq,SAT,33330
F18N,York St,SAT,33060
D17N,34 St - Herald Sq,SAT,33930
F18N,York St,SAT,33660
D17N,34 St - Herald Sq,SAT,34530
F18N,York St,SAT,34260
D17N,34 St - Herald Sq,SAT,35130
F18N,York St,SAT,34860
D17N,34 St - Herald Sq,SAT,35730
F18N,York St,SAT,35460
D17N,34 St - Herald Sq,SAT,36330
F18N,York St,SAT,36060
D17N,34 St - Herald Sq,SAT,36930
F18N,York St,SAT,36660
D17N,34 St - Herald Sq,SAT,37530
F18N,York St,SAT,37260
D17N,34 St - Herald Sq,SAT,38130
F18N,York St,SAT,37860
D17N,34 St - Herald Sq,SAT,38730
F18N,York St,SAT,38460
D17N,34 St - Herald Sq,SAT,39330
F18N,York St,SAT,39060
D17N,34 St - Herald Sq,SAT,39930
F18N,York St,SAT,39660
D17N,34 St - Herald Sq,SAT,40530
F18N,York St,SAT,40260
D17N,34 St - Herald Sq,SAT,41130
F18N,York St,SAT,40860
D17N,34 St - Herald Sq,SAT,41730
F18N,York St,SAT,41460
D17N,34 St - Herald Sq,SAT,42330
F18N,York St,SAT,42060
D17N,34 St - Herald Sq,SAT,42930
F18N,York St,SAT,42660
D17N,34 St - Herald Sq,SAT,43530
F18N,York St,SAT,43260
D17N,34 St - Herald Sq,SAT,44130
F18N,York St,SAT,43860
D17N,34 St - Herald Sq,SAT,44730
F18N,York St,SAT,44460
D17N,34 St - Herald Sq,SAT,45330
F18N,York St,SAT,45060
D17N,34 St - Herald Sq,SAT,45930
F18N,York St,SAT,45660
D17N,34 St - Herald Sq,SAT,46530
F18N,York St,SAT,46260
D17N,34 St - Herald Sq,SAT,47130
F18N,York St,SAT,46860
D17N,34 St - Herald Sq,SAT,47730
F18N,York St,SAT,47460
D17N,34 St - Herald Sq,SAT,48330
F18N,York St,SAT,48060
D17N,34 St - Herald Sq,SAT,48930
F18N,York St,SAT,48660
D17N,34 St - Herald Sq,SAT,49530
F18N,York St,SAT,49260
D17N,34 St - Herald Sq,SAT,50130
F18N,York St,SAT,49860
D17N,34 St - Herald Sq,SAT,50730
F18N,York St,SAT,50460
D17N,34 St - Herald Sq,SAT,51330
F18N,York St,SAT,51060
D17N,34 St - Herald Sq,SAT,51930
F18N,York St,SAT,51660
D17N,34 St - Herald Sq,SAT,52530
F18N,York St,SAT,52260
D17N,34 St - Herald Sq,SAT,53130
F18N,York St,SAT,52860
D17N,34 St - Herald Sq,SAT,53730
F18N,York St,SAT,53460
D17N,34 St - Herald Sq,SAT,54330
F18N,York St,SAT,54060
D17N,34 St - Herald Sq,SAT,54930
F18N,York St,SAT,54660
D17N,34 St - Herald Sq,SAT,55530
F18N,York St,SAT,55260
D17N,34 St - Herald Sq,SAT,56130
F18N,York St,SAT,55860
D17N,34 St - Herald Sq,SAT,56730
F18N,York St,SAT,56460
D17N,34 St - Herald Sq,SAT,57330
F18N,York St,SAT,57060
D17N,34 St - Herald Sq,SAT,57930
F18N,York St,SAT,57660
D17N,34 St - Herald Sq,SAT,58530
F18N,York St,SAT,58260
D17N,34 St - Herald Sq,SAT,59130
F18N,York St,SAT,58860
D17N,34 St - Herald Sq,SAT,59730
F18N,York St,SAT,59460
D17N,34 St - Herald Sq,SAT,60330
F18N,York St,SAT,60060
D17N,34 St - Herald Sq,SAT,60930
F18N,York St,SAT,60660
D17N,34 St - Herald Sq,SAT,61530
F18N,York St,SAT,61260
D17N,34 St - Herald Sq,SAT,62130
F18N,York St,SAT,61860
D17N,34 St - Herald Sq,SAT,62730
F18N,York St,SAT,62460
D17N,34 St - Herald Sq,SAT,63330
F18N,York St,SAT,63060
D17N,34 St - Herald Sq,SAT,63930
F18N,York St,SAT,63660
D17N,34 St - Herald Sq,SAT,64530
F18N,York St,SAT,64260
D17N,34 St - Herald Sq,SAT,65130
F18N,York St,SAT,64860
D17N,34 St - Herald Sq,SAT,65730
F18N,York St,SAT,65460
D17N,34 St - Herald Sq,SAT,66330
F18N,York St,SAT,66060
D17N,34 St - Herald Sq,SAT,66930
F18N,York St,SAT,66660
D17N,34 St - Herald Sq,SAT,67530
F18N,York St,SAT,67260
D17N,34 St - Herald Sq,SAT,68130
F18N,York St,SAT,67860
D17N,34 St - Herald Sq,SAT,68730
F18N,York St,SAT,68460
D17N,34 St - Herald Sq,SAT,69330
F18N,York St,SAT,69060
D17N,34 St - Herald Sq,SAT,69930
F18N,York St,SAT,69660
D17N,34 St - Herald Sq,SAT,70530
F18N,York St,SAT,70260
D17N,34 St - Herald Sq,SAT,71070
F18N,York St,SAT,70860
D17N,34 St - Herald Sq,SAT,71670
F18N,York St,SAT,71460
